isoWeek|year|account_id|account_name|webproperty_id|webproperty_name|webproperty_level|webproperty_website_url|profile_currency|profile_type|profile_website_url|profile_id|profile_name|users|bounces|new_users|pageviews|sessions|time_on_page|unique_pageviews|upload_time|info|period
49|2020|74611751|Santander NOW|UA-74611751-2|Intranet Santander|PREMIUM|http://www.intranet.local2.santander.br|USD|WEB|http://www.intranet.local2.santander.br|158697885|All Web Site Data|157739|294666|74286|1064044|591035|6.7283199E7|899849|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-2|Intranet Santander|PREMIUM|http://www.intranet.local2.santander.br|USD|WEB|http://www.intranet.local2.santander.br|158697885|All Web Site Data|188776|364867|93916|1322716|751796|7.908755E7|1148213|2021-03-02 16:22:44.408381|basic|week
51|2020|74611751|Santander NOW|UA-74611751-2|Intranet Santander|PREMIUM|http://www.intranet.local2.santander.br|USD|WEB|http://www.intranet.local2.santander.br|158697885|All Web Site Data|198390|352967|102780|1360785|751411|8.3543609E7|1177907|2021-03-02 16:22:44.408381|basic|week
52|2020|74611751|Santander NOW|UA-74611751-2|Intranet Santander|PREMIUM|http://www.intranet.local2.santander.br|USD|WEB|http://www.intranet.local2.santander.br|158697885|All Web Site Data|135056|225200|55316|837831|475094|5.4082729E7|733744|2021-03-02 16:22:44.408381|basic|week
53|2020|74611751|Santander NOW|UA-74611751-2|Intranet Santander|PREMIUM|http://www.intranet.local2.santander.br|USD|WEB|http://www.intranet.local2.santander.br|158697885|All Web Site Data|120585|190915|44763|703694|399634|4.6862408E7|612197|2021-03-02 16:22:44.408381|basic|week
49|2020|74611751|Santander NOW|UA-74611751-3|Santander NOW - Notícias e Mídias|PREMIUM|https://santander.com.br/wp-content/uploads/|USD|WEB|https://santander.com.br/wp-content/uploads/|164251816|All Web Site Data|5|5|5|5|5|0.0|5|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-3|Santander NOW - Notícias e Mídias|PREMIUM|https://santander.com.br/wp-content/uploads/|USD|WEB|https://santander.com.br/wp-content/uploads/|164251816|All Web Site Data|4|2|4|5|4|109.0|4|2021-03-02 16:22:44.408381|basic|week
49|2020|74611751|Santander NOW|UA-74611751-3|Santander NOW - Notícias e Mídias|PREMIUM|https://santander.com.br/wp-content/uploads/|USD|WEB|https://santander.com.br/wp-content/uploads/|167143976|Mídias|5|5|5|5|5|0.0|5|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-3|Santander NOW - Notícias e Mídias|PREMIUM|https://santander.com.br/wp-content/uploads/|USD|WEB|https://santander.com.br/wp-content/uploads/|167143976|Mídias|3|2|3|4|3|109.0|3|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-3|Santander NOW - Notícias e Mídias|PREMIUM|https://santander.com.br/wp-content/uploads/|USD|WEB|https://santander.com.br/wp-content/uploads/|167202974|Notícias|1|0|1|1|1|0.0|1|2021-03-02 16:22:44.408381|basic|week
49|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|BRL|WEB|https://now.santanderbr.com|221243771|BR - Santander - Raw Data|155385|182758|71648|793473|582791|1.07422408E8|678390|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|BRL|WEB|https://now.santanderbr.com|221243771|BR - Santander - Raw Data|183200|234917|88869|996472|739552|1.28715711E8|859865|2021-03-02 16:22:44.408381|basic|week
51|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|BRL|WEB|https://now.santanderbr.com|221243771|BR - Santander - Raw Data|214318|255147|112653|1107282|776928|1.56275145E8|938243|2021-03-02 16:22:44.408381|basic|week
52|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|BRL|WEB|https://now.santanderbr.com|221243771|BR - Santander - Raw Data|130268|151580|51128|626064|455997|8.3045096E7|541925|2021-03-02 16:22:44.408381|basic|week
53|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|BRL|WEB|https://now.santanderbr.com|221243771|BR - Santander - Raw Data|114799|125163|41122|521849|388315|7.3376747E7|448203|2021-03-02 16:22:44.408381|basic|week
49|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228143415|BR - Santander - Homologação|13|10|7|30|17|381.0|26|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228143415|BR - Santander - Homologação|56|7|50|417|69|38271.0|197|2021-03-02 16:22:44.408381|basic|week
51|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228143415|BR - Santander - Homologação|21|7|17|61|25|1016.0|46|2021-03-02 16:22:44.408381|basic|week
52|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228143415|BR - Santander - Homologação|4|0|3|15|5|1612.0|12|2021-03-02 16:22:44.408381|basic|week
49|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172152|BR - Santander - Master View|155385|182748|71641|793443|582774|1.07422027E8|678364|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172152|BR - Santander - Master View|183118|234910|88819|996055|739483|1.2867744E8|859668|2021-03-02 16:22:44.408381|basic|week
51|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172152|BR - Santander - Master View|214303|255140|112636|1107221|776903|1.56274129E8|938197|2021-03-02 16:22:44.408381|basic|week
52|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172152|BR - Santander - Master View|130268|151580|51125|626049|455992|8.3043484E7|541913|2021-03-02 16:22:44.408381|basic|week
53|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172152|BR - Santander - Master View|114799|125163|41122|521849|388315|7.3376747E7|448203|2021-03-02 16:22:44.408381|basic|week
49|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172153|BR - Santander - iOS|4702|3341|1280|15953|6776|876008.0|12425|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172153|BR - Santander - iOS|5293|3984|1389|17392|7785|925051.0|13774|2021-03-02 16:22:44.408381|basic|week
51|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172153|BR - Santander - iOS|15775|11829|6998|67348|28728|1.0626048E7|52231|2021-03-02 16:22:44.408381|basic|week
52|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172153|BR - Santander - iOS|2457|1903|287|6461|3287|202092.0|5827|2021-03-02 16:22:44.408381|basic|week
53|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228172153|BR - Santander - iOS|1398|1020|187|3460|1709|107568.0|2984|2021-03-02 16:22:44.408381|basic|week
49|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228188350|BR - Santander - Android|12665|6102|9861|32347|14752|1936573.0|26903|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228188350|BR - Santander - Android|12679|6685|9767|31366|14997|1466352.0|26404|2021-03-02 16:22:44.408381|basic|week
51|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228188350|BR - Santander - Android|40021|16454|33559|115374|49678|1.3928483E7|90916|2021-03-02 16:22:44.408381|basic|week
52|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228188350|BR - Santander - Android|6372|3988|4060|14828|7895|609272.0|12943|2021-03-02 16:22:44.408381|basic|week
53|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|228188350|BR - Santander - Android|3674|2099|2236|8655|4178|351884.0|7202|2021-03-02 16:22:44.408381|basic|week
49|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|232682512|BR - Santander - External only|20296|10920|11604|55090|27156|2955522.0|45918|2021-03-02 16:22:44.408381|basic|week
50|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|232682512|BR - Santander - External only|28236|17272|15077|74926|42989|3999612.0|64280|2021-03-02 16:22:44.408381|basic|week
51|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|232682512|BR - Santander - External only|49804|30377|32104|166215|75371|1.0909377E7|137613|2021-03-02 16:22:44.408381|basic|week
52|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|232682512|BR - Santander - External only|13987|8415|5877|34231|20682|1430894.0|31126|2021-03-02 16:22:44.408381|basic|week
53|2020|74611751|Santander NOW|UA-74611751-4|1. Santander NOW - Web|PREMIUM|https://now.santanderbr.com|USD|WEB|https://now.santanderbr.com|232682512|BR - Santander - External only|10083|5246|3733|23455|14740|1156105.0|20911|2021-03-02 16:22:44.408381|basic|week
49|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|WEB|http://www.santanderuniversidades.com.br|126327492|Todos os dados do website|4|5|1|5|14|0.0|5|2021-03-02 16:22:44.408381|basic|week
50|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|WEB|http://www.santanderuniversidades.com.br|126327492|Todos os dados do website|6|1|1|12|10|1954.0|8|2021-03-02 16:22:44.408381|basic|week
51|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|WEB|http://www.santanderuniversidades.com.br|126327492|Todos os dados do website|2|0|0|1|5|188.0|1|2021-03-02 16:22:44.408381|basic|week
52|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|WEB|http://www.santanderuniversidades.com.br|126327492|Todos os dados do website|3|2|1|2|4|0.0|2|2021-03-02 16:22:44.408381|basic|week
53|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|WEB|http://www.santanderuniversidades.com.br|126327492|Todos os dados do website|1|0|0|0|2|0.0|0|2021-03-02 16:22:44.408381|basic|week
49|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|APP|--|166221744|Mobile 3.0.0|4|5|1|5|14|0.0|5|2021-03-02 16:22:44.408381|basic|week
50|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|APP|--|166221744|Mobile 3.0.0|6|1|1|12|10|1954.0|8|2021-03-02 16:22:44.408381|basic|week
51|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|APP|--|166221744|Mobile 3.0.0|2|0|0|1|5|188.0|1|2021-03-02 16:22:44.408381|basic|week
52|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|APP|--|166221744|Mobile 3.0.0|3|2|1|2|4|0.0|2|2021-03-02 16:22:44.408381|basic|week
53|2020|80283675|Santander Universitário|UA-80283675-2|Universitário|STANDARD|http://www.santanderuniversidades.com.br|USD|APP|--|166221744|Mobile 3.0.0|1|0|0|0|2|0.0|0|2021-03-02 16:22:44.408381|basic|week
49|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|154024794|BR - Santander - Web - Raw Data|7243989|5491248|3296480|62639104|13961395|4.140163575E9|38360233|2021-03-02 16:22:44.408381|basic|week
50|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|154024794|BR - Santander - Web - Raw Data|7636792|5834840|3443358|72276076|15595316|4.861549282E9|44090950|2021-03-02 16:22:44.408381|basic|week
51|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|154024794|BR - Santander - Web - Raw Data|6914090|4980548|3033139|71385419|14492691|5.050023111E9|42326935|2021-03-02 16:22:44.408381|basic|week
52|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|154024794|BR - Santander - Web - Raw Data|5714759|3621430|2467756|49402286|10524578|3.189486085E9|29157824|2021-03-02 16:22:44.408381|basic|week
53|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|154024794|BR - Santander - Web - Raw Data|3525110|1571649|1305079|35275584|6427049|2.421172346E9|19994861|2021-03-02 16:22:44.408381|basic|week
49|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156719244|BR - Santander - Web - Master View|7190548|5475402|3269298|62201008|13868750|4.106320009E9|37926302|2021-03-02 16:22:44.408381|basic|week
50|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156719244|BR - Santander - Web - Master View|7567030|5817398|3414122|71808788|15490659|4.823945232E9|43597249|2021-03-02 16:22:44.408381|basic|week
51|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156719244|BR - Santander - Web - Master View|6855726|4962726|3004052|70924539|14382225|5.01132104E9|41840711|2021-03-02 16:22:44.408381|basic|week
52|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156719244|BR - Santander - Web - Master View|5674488|3611905|2446008|49088662|10453214|3.165471732E9|28831127|2021-03-02 16:22:44.408381|basic|week
53|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156719244|BR - Santander - Web - Master View|3481549|1564838|1288991|34991763|6369248|2.40077239E9|19732846|2021-03-02 16:22:44.408381|basic|week
49|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156720543|BR - Santander - Web - Teste|7194592|5475418|3275799|62229266|13875259|4.106806978E9|38112113|2021-03-02 16:22:44.408381|basic|week
50|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156720543|BR - Santander - Web - Teste|7573607|5817407|3420148|71832925|15496692|4.824351325E9|43817631|2021-03-02 16:22:44.408381|basic|week
51|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156720543|BR - Santander - Web - Teste|6868905|4962740|3010084|70948495|14388263|5.011722997E9|42051005|2021-03-02 16:22:44.408381|basic|week
52|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156720543|BR - Santander - Web - Teste|5681348|3611939|2452055|49112716|10459285|3.16587411E9|28980570|2021-03-02 16:22:44.408381|basic|week
53|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|156720543|BR - Santander - Web - Teste|3486892|1564850|1292446|35005738|6372722|2.401016228E9|19840183|2021-03-02 16:22:44.408381|basic|week
49|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|679078|3337|223475|9904613|1050966|5.23561657E8|6419224|2021-03-02 16:22:44.408381|basic|week
50|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|781985|3341|261756|11924271|1264000|6.23669822E8|7718337|2021-03-02 16:22:44.408381|basic|week
51|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|721406|2823|247664|10797019|1182496|5.58387345E8|7130151|2021-03-02 16:22:44.408381|basic|week
52|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|306767|1105|80879|3663949|397806|1.91468087E8|2410437|2021-03-02 16:22:44.408381|basic|week
53|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|468|158|406|561|636|102651.0|478|2021-03-02 16:22:44.408381|basic|week
49|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|7190548|5475402|3269298|62201008|13868750|4.106320009E9|37926302|2021-03-02 16:22:44.408381|basic|week
50|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|7567030|5817398|3414122|71808788|15490659|4.823945232E9|43597249|2021-03-02 16:22:44.408381|basic|week
51|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|6855726|4962726|3004052|70924539|14382225|5.01132104E9|41840711|2021-03-02 16:22:44.408381|basic|week
52|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|5674488|3611905|2446008|49088662|10453214|3.165471732E9|28831127|2021-03-02 16:22:44.408381|basic|week
53|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|3481549|1564838|1288991|34991763|6369248|2.40077239E9|19732846|2021-03-02 16:22:44.408381|basic|week
49|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|7190548|5475402|3269298|62201008|13868750|4.106320009E9|37926302|2021-03-02 16:22:44.408381|basic|week
50|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|7567030|5817398|3414122|71808788|15490659|4.823945232E9|43597249|2021-03-02 16:22:44.408381|basic|week
51|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|6855726|4962726|3004052|70924539|14382225|5.01132104E9|41840711|2021-03-02 16:22:44.408381|basic|week
52|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|5674488|3611905|2446008|49088662|10453214|3.165471732E9|28831127|2021-03-02 16:22:44.408381|basic|week
53|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|3481549|1564838|1288991|34991763|6369248|2.40077239E9|19732846|2021-03-02 16:22:44.408381|basic|week
49|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|276817|174024|96760|1609309|428179|6.5598134E7|1057740|2021-03-02 16:22:44.408381|basic|week
